field_id,catalog_version,field_name,page_name,section_name_en,section_name_fr,section_order,panel_name,panel_suffix,point_type,mitigation_phase,answer_type,is_mandatory,visible_if,option_count,max_points,text_en,text_fr,guidance_en,guidance_fr
28,1.0.1,businessDrivers11,businessDrivers,Reasons for Automation,Raisons de l'automatisation,3,businessDriversPanel-RS,RS,raw,,checkbox,N,,6,2,What would be the consequence of not deploying the system?,Quelle serait la conséquence du non-déploiement du système?,,
29,1.0.1,businessDrivers12,businessDrivers,Reasons for Automation,Raisons de l'automatisation,3,businessDriversPanel-RS,RS,raw,,comment,N,"{businessDrivers11} contains ""item6-0""",0,0,Describe,Veuillez expliquer votre réponse.,,
30,1.0.1,riskProfile1,riskProfile,Risk Profile,Profil de risque,4,riskProfilePanel-RS,RS,raw,,radiogroup,N,,2,3,"Is the project within an area of intense public scrutiny (for example, because of privacy concerns) and/or frequent litigation?","Le projet s'inscrit-il dans un domaine sujet à un examen public approfondi (par exemple, en raison de préoccupations liées à la protection de la vie privée) et/ou à des litiges fréquents?",,
31,1.0.1,riskProfile2,riskProfile,Risk Profile,Profil de risque,4,riskProfilePanel-RS,RS,raw,,radiogroup,N,,2,3,Does the line of business serve equity denied groups?,Des groupes privés d'équité sont-ils desservis dans ce secteur d'activité?,,
32,1.0.1,riskProfile2A,riskProfile,Risk Profile,Profil de risque,4,riskProfilePanel-RS,RS,raw,,comment,N,"{riskProfile2} contains ""item1-3""",0,0,Indicate which equity denied groups are served and describe your mitigation strategies to prevent adverse impacts for these groups.,Veuillez indiquer les groupes privés d'équité desservis et décrire les stratégies d'atténuation qui seront prises pour éviter de leur causer préjudice.,,
33,1.0.1,riskProfile3,riskProfile,Risk Profile,Profil de risque,4,riskProfilePanel-RS,RS,raw,,radiogroup,N,,2,1,Are there any population groups that the automated decision system should not be applied to?,Certains groupes de population ne devraient-ils pas être exclus de l'application du système décisionnel automatisé?,,
34,1.0.1,riskProfile3A,riskProfile,Risk Profile,Profil de risque,4,riskProfilePanel-RS,RS,raw,,comment,N,"{riskProfile3} contains ""item1-1""",0,0,Indicate the population group and explain why the automated decision system should not be applied.,Veuillez indiquer les groupes de population qui devraient être exclus et expliquer pourquoi le système décisionnel automatisé ne doit pas être utilisé.,,
35,1.0.1,riskProfile4,riskProfile,Risk Profile,Profil de risque,4,riskProfilePanel-RS,RS,raw,,radiogroup,N,,4,4,"Has the system been assessed to understand whether it would create or exacerbate barriers for persons with disabilities, and are measures in place to address any identified issues?","Le système a-t-il été soumis à une évaluation visant à déterminer s’il est susceptible d’accentuer les difficultés auxquelles sont confrontées les personnes en situation de handicap ou d’en créer de nouvelles, et des mesures sont-elles en place pour résoudre les problèmes cernés?",,
36,1.0.1,riskProfile4B,riskProfile,Risk Profile,Profil de risque,4,riskProfilePanel-RS,RS,raw,,comment,N,"{riskProfile4} = ""item2-0"" or {riskProfile4} = ""item3-4""",0,0,"If barriers for persons with disabilities were identified, describe the barriers and any planned or existing measures to identify, remove, and/or prevent them.","Si des difficultés pour les personnes en situation de handicap ont été cernées, décrivez ces difficultés et les mesures prévues ou existantes pour les cerner, les éliminer ou les prévenir.",,
37,1.0.1,riskProfile7,riskProfile,Risk Profile,Profil de risque,4,riskProfilePanel-RS,RS,raw,,radiogroup,N,,2,3,"Could the automated decision-system be at heightened risk of being an exploitation target for malicious actors (for example, fraud for financial gain)?","Le recours au système décisionnel automatisé pourrait-il accroître le risque d'exploitation malveillants (par exemple, des fraudes financières)?",,
38,1.0.1,riskProfile8,riskProfile,Risk Profile,Profil de risque,4,riskProfilePanel-RS,RS,raw,,radiogroup,N,,2,1,"Have potential issues or harms with the existing service delivery approach been raised by clients or their representatives, the media, audits or parliamentary committees?","Des problèmes ou des préjudices potentiels liés à l'approche utilisée pour la prestation de services ont-ils été soulevés par des personnes utilisant le service ou celles les représentant, les médias ou des membres de comités d'audit ou parlementaires?",,
39,1.0.1,riskProfile8A,riskProfile,Risk Profile,Profil de risque,4,riskProfilePanel-RS,RS,raw,,comment,N,"{riskProfile8} = ""item1-1""",0,0,"Indicate the issue or harm, the group that raised them, and how these have been addressed.","Veuillez préciser le problème ou le préjudice en question, le groupe qui en a fait état et la manière dont il a été traité.",,
40,1.0.1,riskProfile9,riskProfile,Risk Profile,Profil de risque,4,riskProfilePanel-RS,RS,raw,,radiogroup,N,"{projectDetailsPhase} = ""item1""",2,0,Will you be submitting a concept case to TBS and presenting the project to the Government of Canada Enterprise Architecture Review Board?,Avez-vous l'intention de soumettre un cas conceptuel au Secrétariat du Conseil du Trésor du Canada (SCT) et présenté le projet au conseil d'examen de l'architecture intégrée du gouvernement du Canada?,,
41,1.0.1,riskProfile10,riskProfile,Risk Profile,Profil de risque,4,riskProfilePanel-RS,RS,raw,,radiogroup,N,"{projectDetailsPhase} = ""item2""",2,0,Have you submitted a concept case to TBS and presented the project to the Government of Canada Enterprise Architecture Review Board?,Avez-vous soumis un cas conceptuel au Secrétariat du Conseil du Trésor du Canada (SCT) et présenté le projet au conseil d'examen de l'architecture intégrée du gouvernement du Canada?,,
42,1.0.1,projectAuthority1,projectAuthority,Project Authority,Autorité de projet,5,projectAuthorityPanel-RS,RS,raw,,radiogroup,N,,2,2,Will you require new policy or legal authority for this project?,Aurez-vous besoin d'une nouvelle autorisation stratégique ou légale pour ce projet?,,
43,1.0.1,projectAuthority2,projectAuthority,Project Authority,Autorité de projet,5,projectAuthorityPanel-RS,RS,raw,,comment,N,,0,0,Indicate why you have chosen the response.,Précisez votre réponse.,,
44,1.0.1,aboutSystem1,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,checkbox,N,,6,0,Check which of the following capabilities apply to your system.,"Parmi les capacités suivantes, cochez celles qui s'appliquent à votre système.",,
45,1.0.1,aboutSystem2,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,comment,N,"{aboutSystem1} contains [""item6""]",0,0,Describe,Veuillez expliquer votre réponse.,,
46,1.0.1,aboutSystem3,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,radiogroup,N,,4,1,Who developed the system?,Qui a conçu le système?,,
47,1.0.1,aboutSystem3A,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,comment,N,"{aboutSystem3} contains [""item2""]",0,0,Specify,Veuillez préciser.,,
48,1.0.1,aboutSystem3B,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,comment,N,"{aboutSystem3} contains [""item3""]",0,0,Specify,Veuillez préciser.,,
49,1.0.1,aboutSystem3C,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,comment,N,"{aboutSystem3} contains [""item4""]",0,0,Specify,Veuillez préciser.,,
50,1.0.1,aboutSystem4,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,radiogroup,N,,4,1,Who configured the system?,Qui a configuré le système?,,
51,1.0.1,aboutSystem4A,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,comment,N,"{aboutSystem4} contains [""item2""]",0,0,Specify,Veuillez préciser.,,
52,1.0.1,aboutSystem4B,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,comment,N,"{aboutSystem4} contains [""item3""]",0,0,Specify,Veuillez préciser.,,
53,1.0.1,aboutSystem4C,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,comment,N,"{aboutSystem4} contains [""item4""]",0,0,Specify,Veuillez préciser.,,
54,1.0.1,aboutSystem5,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,radiogroup,N,,3,2,Is the system:,Le système est-il:,,
55,1.0.1,aboutSystem5A,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,text,N,"{aboutSystem5} = ""item1-0""",0,0, Indicate the open source licence that applies.,"Si à code source ouvert, veuillez indiquer la licence à code source ouvert utilisée.",,
56,1.0.1,aboutSystem5B,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,radiogroup,N,"{aboutSystem5} = ""item1-0"" or {aboutSystem5} = ""item3-2""",2,0,Has the product been customized to add functionality beyond what is available off the shelf?,"S'il s'agit d'une solution à code source ouvert ou d'une solution COTS, a-t-elle été modifiée de sorte qu'elle comprenne d'autres fonctionnalités que celles offertes sur le marché?",,
57,1.0.1,aboutSystem5C,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,comment,N,"({aboutSystem5} = ""item1-0"" or {aboutSystem5} = ""item3-2"") and {aboutSystem5B} = ""item1-0""",0,0,Specify what has been customized and who performed the customization.,"Si oui, précisez les éléments qui ont été modifiés et l'organisation qui a procédé aux modifications.",,
58,1.0.1,aboutSystem6,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,radiogroup,N,,2,2,"Have you assigned accountability in your institution for the design, development, and maintenance, of the system?","Des personnes responsables de la conception, de la mise au point et de l'entretien du système ont-elles été désignées au sein de votre organisation?",,
59,1.0.1,aboutSystem7,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,radiogroup,N,,2,2,Is there a group in your institution responsible for identifying and implementing opportunities for improvement?,Un groupe de votre organisation est-il chargé de recenser les améliorations possibles et de les apporter?,,
60,1.0.1,aboutSystem8,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,radiogroup,N,,2,1,"Does your system conform with the appropriate clauses of standard CAN/ASC EN 301 549:2024, Accessibility requirements for Information and Communication Technology (ICT) products and services? ","Votre système est-il conforme aux dispositions appropriées de la norme CAN/ASC EN 301 549:2024, Exigences d'accessibilité pour les produits et services des technologies de l'information et de la communication (TIC)?",,
61,1.0.1,aboutSystem8A,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,comment,N,"{aboutSystem8} = ""item2-1""",0,0,"If no, describe why the system does not conform.","Si non, expliquez en quoi votre système n'est pas conforme.",,
62,1.0.1,aboutSystem9,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,radiogroup,N,,2,2,Is a non-automated alternative planned and available in the event the automated decision system was unavailable for an extended period of time?,Une solution non automatisée est-elle également prévue et fonctionnelle au cas où le système décisionnel automatisé serait indisponible pendant une période prolongée?,,
63,1.0.1,aboutSystem10A,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,radiogroup,N,,2,2,"Is there a process in place to grant, monitor, and revoke access permission to the system?","Une procédure permettant d'octroyer, de surveiller et de révoquer une autorisation d'accès au système a-t-elle été établie?",,
64,1.0.1,aboutSystem11,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,dropdown,N,,4,4,"The impacts that the development, operation, and maintenance of the system could have on the ongoing sustainability of an environmental ecosystem, may be:","L'incidence de la mise au point, de l'exploitation et de l'entretien du système sur la durabilité d'un écosystème environnemental sera :",,
65,1.0.1,aboutSystem12,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-RS,RS,raw,,comment,N,,0,0,"Describe why the impacts resulting from the system's development, operations and maintenance are as selected.",Veuillez expliquer votre réponse.,,
66,1.0.1,aboutAlgorithm1,aboutAlgorithm,About the Algorithm,À propos de l'algorithme,7,aboutAlgorithmPanel-RS,RS,raw,,radiogroup,N,,2,1,The algorithm used will be a (trade) secret,L'algorithme utilisé sera un secret (commercial),,
67,1.0.1,aboutAlgorithm2,aboutAlgorithm,About the Algorithm,À propos de l'algorithme,7,aboutAlgorithmPanel-RS,RS,raw,,radiogroup,N,,2,3,The algorithmic process will be difficult to interpret or to explain,Le processus algorithmique sera difficile à interpréter ou à expliquer,,
68,1.0.1,aboutAlgorithm3,aboutAlgorithm,About the Algorithm,À propos de l'algorithme,7,aboutAlgorithmPanel-RS,RS,raw,,checkbox,N,,2,1,Is the algorithm (Check all that apply):,L'algorithme est (cochez toutes les réponses qui s'appliquent) :,,
69,1.0.1,aboutAlgorithm4,aboutAlgorithm,About the Algorithm,À propos de l'algorithme,7,aboutAlgorithmPanel-RS,RS,raw,,checkbox,N,,2,1,"If the automated decision-system is model based, is the model inference (select all that apply):","Si le système décisionnel automatisé est fondé sur un modèle, l'inférence du modèle est-elle (cochez toutes les réponses qui s'appliquent) :",,
70,1.0.1,aboutAlgorithm5,aboutAlgorithm,About the Algorithm,À propos de l'algorithme,7,aboutAlgorithmPanel-RS,RS,raw,,radiogroup,N,,2,1,Is the model: ,Le modèle est : ,,
71,1.0.1,aboutAlgorithm6,aboutAlgorithm,About the Algorithm,À propos de l'algorithme,7,aboutAlgorithmPanel-RS,RS,raw,,comment,N,,0,0,Describe the model being used.,Veuillez décrire le modèle utilisé.,,
72,1.0.1,aboutAlgorithm7,aboutAlgorithm,About the Algorithm,À propos de l'algorithme,7,aboutAlgorithmPanel-RS,RS,raw,,comment,N,,0,0,Explain why you chose the model,Expliquez pourquoi vous avez choisi ce modèle.,,
73,1.0.1,aboutAlgorithm8,aboutAlgorithm,About the Algorithm,À propos de l'algorithme,7,aboutAlgorithmPanel-RS,RS,raw,,radiogroup,N,,2,3,Will the algorithm continue to learn and evolve as it is used?,L'algorithme continuera-t-il à apprendre et à évoluer à mesure qu'il est utilisé?,,
74,1.0.1,aboutAlgorithm8A,aboutAlgorithm,About the Algorithm,À propos de l'algorithme,7,aboutAlgorithmPanel-RS,RS,raw,,radiogroup,N,"{aboutAlgorithm8} = ""item1-3""",2,1,"If yes, are there mechanisms in place to monitor the changes?","Si oui, des mécanismes ont-ils été mis en place pour vous permettre d'en suivre l'évolution?",,
75,1.0.1,aboutAlgorithm9,aboutAlgorithm,About the Algorithm,À propos de l'algorithme,7,aboutAlgorithmPanel-RS,RS,raw,,radiogroup,N,,2,2,Does the algorithm consider protected characteristics to make its decisions or recommendations?,L'algorithme tient-il compte des caractéristiques protégées lors de la prise de décisions ou de la formulation de recommandations?,,
76,1.0.1,aboutAlgorithm9A,aboutAlgorithm,About the Algorithm,À propos de l'algorithme,7,aboutAlgorithmPanel-RS,RS,raw,,comment,N,"{aboutAlgorithm9} = ""item1-2""",0,0,Describe why protected characteristics are being considered and any mitigations in place to address potential issues with bias or discrimination.,"Veuillez préciser les raisons pour lesquelles les caractéristiques protégées sont prises en compte et les mesures d'atténuation mises en place pour résoudre les problèmes de biais ou de discrimination, le cas échéant.",,
77,1.0.1,aboutAlgorithm11,aboutAlgorithm,About the Algorithm,À propos de l'algorithme,7,aboutAlgorithmPanel-RS,RS,raw,,radiogroup,N,,2,2,Have you evaluated whether variables that the system bases its decisions or recommendations on could be proxies for protected characteristics?,Avez-vous vérifié si les variables sur lesquelles le système fonde ses décisions ou ses recommandations pourraient être des substituts de caractéristiques protégées?,,
78,1.0.1,aboutAlgorithm11A,aboutAlgorithm,About the Algorithm,À propos de l'algorithme,7,aboutAlgorithmPanel-RS,RS,raw,,comment,N,"{aboutAlgorithm11} = ""item1-0""",0,0,"Describe which protected characteristics, risks identified, and how they have been addressed.","Veuillez décrire les caractéristiques protégées, les risques recensés et les mesures prises pour les gérer.",,
79,1.0.1,aboutAlgorithm11B,aboutAlgorithm,About the Algorithm,À propos de l'algorithme,7,aboutAlgorithmPanel-RS,RS,raw,,comment,N,"{aboutAlgorithm11} = ""item2-2""",0,0,Describe why you have not evaluated whether variables could be proxies for protected characteristics.,Veuillez préciser les raisons pour lesquelles vous n'avez pas vérifié si les variables peuvent être des substituts de caractéristiques protégées.,,
80,1.0.1,decisionSector3,decisionSector,About the Decision,À propos de la décision,8,decisionSectorPanel-RS,RS,raw,,comment,N,,0,0,Describe the administrative decision(s) that is being supported or made by the algorithm.,Veuillez décrire les décisions administratives qui seront appuyées ou exécutées par l'algorithme.,,
81,1.0.1,decisionSector1,decisionSector,About the Decision,À propos de la décision,8,decisionSectorPanel-RS,RS,raw,,checkbox,N,,8,8,Does the decision pertain to any of the categories below (check all that apply). Note that the examples in brackets are not exhaustive.,La décision s'applique-t-elle à l'une ou l'autre des catégories ci-dessous (cochez toutes les réponses qui s'appliquent)? Il convient de préciser que les exemples cités entre parenthèses ne sont pas exhaustifs.,,
82,1.0.1,decisionSector2,decisionSector,About the Decision,À propos de la décision,8,decisionSectorPanel-RS,RS,raw,,comment,N,"{decisionSector1} contains [""item6-1""]",0,0,Describe,Veuillez expliquer votre réponse.,,
83,1.0.1,impact30,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,,2,4,Which of the following best describes the type of automation you are planning? ,"Parmi les énoncés suivants, lequel décrit le mieux le type d'automatisation envisagé?",,
84,1.0.1,impact31,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Describe the role of the system in the decision-making process.,Veuillez décrire le rôle du système dans le cadre du processus décisionnel.,,
85,1.0.1,impact3,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,,2,4,Will the system be making decisions or assessments that require judgment or discretion?,Les décisions et les analyses qui exigent du jugement ou du discernement seront-elles prises en charge par le système?,,
86,1.0.1,impact3A,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Describe.,Veuillez préciser.,,
87,1.0.1,impact4A,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,,2,2,"Will this project have major impacts on staff, either in terms of their numbers or their roles?","Ce projet aura-t-il une incidence importante sur les membres du personnel, que ce soit en ce qui a trait à leur nombre ou à leur rôle?",,
88,1.0.1,impact20,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Describe the criteria used to evaluate client data and the operations applied to process it.,Veuillez décrire les critères utilisés pour l'analyse des données de la clientèle et les procédures appliquées pour les traiter.,,
89,1.0.1,impact21,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Describe the output produced by the system and any relevant information needed to interpret it in the context of the administrative decision.,Veuillez décrire le résultat produit par le système et les renseignements utiles à leur interprétation dans le cadre du processus de décision administrative.,,
90,1.0.1,impact22,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,,2,2,Will the system perform an assessment or other operation that is not currently completed by a human?,Le système effectuera-t-il une évaluation ou une autre opération qui n'est pas actuellement exécutée par le personnel?,,
91,1.0.1,impact22A,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact22} = ""item1-2""",0,0,"If yes, describe the relevant function(s) of the system ","Si oui, veuillez décrire toute fonction pertinente du système.",,
92,1.0.1,impact5,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,,2,2,Is the system used by a different part of the organization than the ones who developed it?,Le système est-il utilisé par une partie de l'organisation autre que celle où il a été conçu? ,,
93,1.0.1,impact6,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,Are the impacts resulting from the decision reversible?,Les incidences de la décision sont-elles réversibles?,,
94,1.0.1,impact7,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,How long could impacts from the decision last?,Combien de temps les incidences de la décision dureront-elles?,,
95,1.0.1,impact8,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,"Describe why the impacts resulting from the decision are as selected, including potential risks identified and mitigations in place.","Veuillez préciser les raisons pour lesquelles les incidences de la décision sont telles qu'elles ont été définies, de même que les risques recensés et les mesures d'atténuation mises en place.",,
96,1.0.1,impact9,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,The impacts that the decision could have on the rights or freedoms of individuals may be:,Les incidences de la décision sur les droits et libertés des personnes pourraient être les suivants :,,
97,1.0.1,impact10,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,"Describe how this impact level was determined. Include which human rights frameworks were assessed, potential risk that were identified and mitigations put in place.","Veuillez préciser la façon dont la portée des incidences a été déterminée. Indiquez les cadres des droits de la personne qui ont été évalués, les risques qui ont été recensés ainsi que les mesures d'atténuation qui ont été mises en place.",,
98,1.0.1,impact24,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,"The impacts that the decision could have on the equality, dignity, privacy, and autonomy of individuals may be: ","Les incidences de la décision sur l'égalité, la dignité, la vie privée et l'autonomie des personnes pourraient être les suivants :",,
99,1.0.1,impact25,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,"Describe why the impacts resulting from the decision are as selected, including potential risks identified and mitigations in place.","Veuillez préciser les raisons pour lesquelles les incidences de la décision sont telles qu'elles ont été définies, de même que les risques recensés et les mesures d'atténuation mises en place.",,
100,1.0.1,impact11,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,The impacts that the decision could have on the health and well-being of individuals may be:,Les incidences de la décision sur la santé et le bien-être des personnes pourraient être les suivants :,,
101,1.0.1,impact12,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,"Describe why the impacts resulting from the decision are as selected, including potential risks identified and mitigations in place.","Veuillez préciser les raisons pour lesquelles les incidences de la décision sont telles qu'elles ont été définies, de même que les risques recensés et les mesures d'atténuation mises en place.",,
102,1.0.1,impact13,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,The impacts that the decision could have on the economic interests of individuals may be:,Les incidences de la décision sur les intérêts économiques des personnes pourraient être les suivants :,,
103,1.0.1,impact14,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,"Describe why the impacts resulting from the decision are as selected, including potential risks identified and mitigations in place.","Veuillez préciser les raisons pour lesquelles les incidences de la décision sont telles qu'elles ont été définies, de même que les risques recensés et les mesures d'atténuation mises en place.",,
104,1.0.1,impact15,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,"The impacts that the decision could have on the ongoing sustainability of an environmental ecosystem, may be:",Les incidences de la décision sur la pérennité d'un écosystème environnemental pourraient être les suivants :,,
105,1.0.1,impact16,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,"Describe why the impacts resulting from the decision are as selected, including potential risks identified and mitigations in place.","Veuillez préciser les raisons pour lesquelles les incidences de la décision sont telles qu'elles ont été définies, de même que les risques recensés et les mesures d'atténuation mises en place.",,
106,1.0.1,impact18,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,,6,3,"Have you assessed system performance for clients with a range of personal and intersectional identity factors (for example, gender, age, race, language, ethnicity, disability) to verify that decisions and outcomes are fair for a diverse group of people, and have the identified disparities been addressed?","Avez-vous évalué le rendement du système pour les personnes ayant plusieurs facteurs d’identité personnels et intersectionnels (par exemple, le genre, l’âge, la race, la langue, l’origine ethnique ou le handicap) afin de vous assurer que les décisions et les incidences sont équitables pour un groupe diversifié de personnes, et les disparités relevées ont-elles été corrigées?",,
107,1.0.1,impact18A,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact18} = ""item1-3""",0,0,Describe why system performance has not been assessed for clients with a range of personal and intersectional identity factors and what mitigations are in place.,Expliquez pourquoi le rendement du système n’a pas été évalué pour les personnes ayant plusieurs facteurs d’identité personnels et intersectionnels et quelles mesures d’atténuation sont en place.,,
108,1.0.1,impact18B,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact18} = ""item2-0""",0,0,Describe your approach to assessing system performance.,Décrivez l’approche que vous avez adoptée pour évaluer le rendement du système.,,
109,1.0.1,impact18C,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact18} = ""item3-2"" or {impact18} = ""item4-2"" or {impact18} = ""item5-1"" or {impact18} = ""item6-3""",0,0,"Describe your approach to assessing system performance, the difference in system performance identified and any mitigation measures that have been taken.","Décrivez l’approche que vous avez adoptée pour évaluer le rendement du système, les différences de rendement du système observées et les mesures d’atténuation qui ont été prises à cet égard.",,
110,1.0.1,impact19I,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,,2,1,Have you tested system performance for clients with a variety of different disabilities?,Avez-vous testé le rendement du système auprès de personnes ayant divers handicaps?,,
111,1.0.1,impact19IY,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact19I} = ""item1-0""",0,0,Describe any differences in system performance identified and mitigations in place to address them.,"Si oui, décrivez les écarts de rendement constatés et les mesures d'atténuation mises en place pour y remédier.",,
112,1.0.1,impact19IN,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact19I} = ""item2-1""",0,0,Describe why system performance has not been assessed across a variety of disabilities.,"Si non, décrivez les raisons pour lesquelles le rendement du système n'a pas été évalué auprès de personnes ayant divers handicaps.",,
113,1.0.1,impact23,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,,2,1,Are there clients or groups of clients that will experience the most significant negative impacts from the system being used?,Les incidences des écarts de rendement que vous avez décrites préalablement seront-elles plus importantes pour certaines personnes ou certains groupes de personnes?,,
114,1.0.1,impact23Y,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact23} = ""item1-1""",0,0,Describe,Veuillez expliquer votre réponse.,,
115,1.0.1,impact23N,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact23} = ""item2-0""",0,0,Describe,Veuillez expliquer votre réponse.,,
116,1.0.1,impact26,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,6,0,What proportion of clients will the system be applied to?,Quelle proportion de la clientèle sera prise en charge par le système?,,
117,1.0.1,impact26U,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact26} = ""item6-0""",0,0,Describe why the proportion of clients subject to use of tool is unknown.,Veuillez expliquer la raison pour laquelle la proportion de la clientèle prise en charge par le système est inconnue.,,
118,1.0.1,impact27,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,"{impact26} = ""item1-0"" or {impact26} = ""item2-0"" or {impact26} = ""item3-0"" or {impact26} = ""item4-0""",2,1,Could not being subject to the use of the tool have a negative impact on an individual or groups of individuals?,Les personnes ou les groupes de personnes qui ne seront pas pris en charge par le système seront-elles pénalisées?,,
119,1.0.1,impact27YN,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"({impact26} = ""item1-0"" or {impact26} = ""item2-0"" or {impact26} = ""item3-0"" or {impact26} = ""item4-0"") and ({impact27} = ""item1-1"" or {impact27} = ""item2-0"")",0,0,Describe,Veuillez expliquer votre réponse.,,
120,1.0.1,impact28,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,The impact of individuals being wrongfully included or overlooked by the system could be:,L'incidence sur les personnes qui ont été indûment prises en charge ou exclues par le système pourrait être :,,
121,1.0.1,impact28A,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Describe why the impact of being wrongfully included or overlooked by the system is as selected.,Expliquez pourquoi l'incidence d'une erreur quant à la prise en charge ou à l'exclusion d'une personne par le système est telle que vous l'avez mentionnée.,,
