submission_id,system_id,catalog_version,field_name,question_uid,point_type,points,answer_value_raw,option_index,answer_text_en,answer_text_fr,is_free_text,translation_source,mapped
30-1,30,0.10.0,projectDetailsRespondent,1,none,0,Bradley Belanger,,Bradley Belanger,,Y,missing,Y
30-1,30,0.10.0,projectDetailsJob,2,none,0,Director General / Directeur général,,Director General / Directeur général,,Y,missing,Y
30-1,30,0.10.0,privacyImplementation5,100,mitigation,0,"Canada Border Services Agency (CBSA)
Remote Reporting Program

CRES/ReportIn PIA is has been completed.
The scope of this PIA is to provide an overview of the CRES/ReportIn solution that has been established for the ATD Program, and assess the privacy risks associated with the introduction of the CRES/ReportIn solution.

Specifically, the scope of this PIA includes the following:
•	An overview of the upcoming use of the CRES/ReportIn solution
•	Facial comparison is used as a biometric identifier 

This description includes the following:
•	The systems used to support the CRES/ReportIn solution;
•	CRES/ReportIn events and subsequent activities related to evaluation and assignment of an investigation event in the National Case Management System;
•	The storage, retention and accessibility of CRES/ReportIn data.

In support of efforts to expand and improve ATDs, the CBSA has developed a voluntary smartphone app called ReportIn that allows individuals subject to immigration enforcement conditions to report to the CBSA remotely. Only those individuals expressly required to report to the CBSA as a condition of their release and choose ReportIn as the means of reporting will have access to create an account.

The CBSA will be launching CRES/ReportIn in Fall 2024 on a phased-in basis to provide enough time for the orderly transition of individuals. The app will allow for a reduction in in-person reporting or detention in situations where no current appropriate ATD exists. With the app, the CBSA also has an opportunity to build a more nationally consistent ATD that will be secure and more widely available.

The CRES/ReportIn solution is made up by the following major components: Smartphone Application: Prior to initializing the sign up process, the individual must download the CBSA ReportIn mobile app from either the Apple App store or the Google Play store, based upon the individuals’ device they are using. In order to protect the individuals’ Personal Identifiable Information (PII), a Secure Remote Password (SRP) is used between the individuals’ device and the CRES AWS environment.  Amazon Cognito is used as an authentication provider that supports OAuth 2.0, Security Assertion Markup Language (SAML) and SRP. The mobile app utilizes AWS Amplify to interface with Amazon Cognito using SRP. Through the Cognito SRP protocol, the mobile app is utilized to implement user sign-up, user sign-in, multi factor authentication and forgot password functionality, minimizing snooping or “Man in the Middle” attack risks.

CRES Web App & Database: The main processing and storage hub for the ReportIn solution is the CRES database, used to store ReportIn individual authentication data, and the web application. The web application is used by the CBSA staff to review and manage the active cases of individuals, as well as providing ongoing as well as historical reporting capabilities. The CRES console is the main interface used by CBSA staff and provides the staff the ability to manage multiple individuals and cases in a centralized location.

Facial recognition software: To validate the individual’s biometric facial data, the app requires the individual to provide multiple biometric facial photos that are used to identify the individual for the duration of their ATD enrollment. The Amazon Rekognition software is used to perform this authentication/validation requirement. The biometric facial photos are hosted in the AWS Government in Canada (GC) Private cloud located within Canadian datacenters to meet data residence requirements.",,"Canada Border Services Agency (CBSA)
Remote Reporting Program

CRES/ReportIn PIA is has been completed.
The scope of this PIA is to provide an overview of the CRES/ReportIn solution that has been established for the ATD Program, and assess the privacy risks associated with the introduction of the CRES/ReportIn solution.

Specifically, the scope of this PIA includes the following:
•	An overview of the upcoming use of the CRES/ReportIn solution
•	Facial comparison is used as a biometric identifier 

This description includes the following:
•	The systems used to support the CRES/ReportIn solution;
•	CRES/ReportIn events and subsequent activities related to evaluation and assignment of an investigation event in the National Case Management System;
•	The storage, retention and accessibility of CRES/ReportIn data.

In support of efforts to expand and improve ATDs, the CBSA has developed a voluntary smartphone app called ReportIn that allows individuals subject to immigration enforcement conditions to report to the CBSA remotely. Only those individuals expressly required to report to the CBSA as a condition of their release and choose ReportIn as the means of reporting will have access to create an account.

The CBSA will be launching CRES/ReportIn in Fall 2024 on a phased-in basis to provide enough time for the orderly transition of individuals. The app will allow for a reduction in in-person reporting or detention in situations where no current appropriate ATD exists. With the app, the CBSA also has an opportunity to build a more nationally consistent ATD that will be secure and more widely available.

The CRES/ReportIn solution is made up by the following major components: Smartphone Application: Prior to initializing the sign up process, the individual must download the CBSA ReportIn mobile app from either the Apple App store or the Google Play store, based upon the individuals’ device they are using. In order to protect the individuals’ Personal Identifiable Information (PII), a Secure Remote Password (SRP) is used between the individuals’ device and the CRES AWS environment.  Amazon Cognito is used as an authentication provider that supports OAuth 2.0, Security Assertion Markup Language (SAML) and SRP. The mobile app utilizes AWS Amplify to interface with Amazon Cognito using SRP. Through the Cognito SRP protocol, the mobile app is utilized to implement user sign-up, user sign-in, multi factor authentication and forgot password functionality, minimizing snooping or “Man in the Middle” attack risks.

CRES Web App & Database: The main processing and storage hub for the ReportIn solution is the CRES database, used to store ReportIn individual authentication data, and the web application. The web application is used by the CBSA staff to review and manage the active cases of individuals, as well as providing ongoing as well as historical reporting capabilities. The CRES console is the main interface used by CBSA staff and provides the staff the ability to manage multiple individuals and cases in a centralized location.

Facial recognition software: To validate the individual’s biometric facial data, the app requires the individual to provide multiple biometric facial photos that are used to identify the individual for the duration of their ATD enrollment. The Amazon Rekognition software is used to perform this authentication/validation requirement. The biometric facial photos are hosted in the AWS Government in Canada (GC) Private cloud located within Canadian datacenters to meet data residence requirements.",,Y,submitted_translation,Y
30-1,30,0.10.0,projectDetailsID,49,none,0,PRJ-00005299,,PRJ-00005299,,Y,missing,Y
30-1,30,0.10.0,projectDetailsProgram,50,none,0,Border Enforcement / Detentions / Exécution de la loi à la frontière / Détentions,,Border Enforcement / Detentions / Exécution de la loi à la frontière / Détentions,,Y,missing,Y
30-1,30,0.10.0,aboutDataSource8,26,raw,1,item1-1,0,Your institution,Votre institution,N,catalog,Y
31-1,31,0.9.1,projectDetailsRespondent,1,none,0,Maxine Ifill ,,Maxine Ifill ,,Y,missing,Y
31-1,31,0.9.1,projectDetailsJob,2,none,0, Director General ,, Director General ,,Y,missing,Y
31-1,31,0.9.1,projectDetailsDepartment-NS,3,none,0,050,38,Citizenship and Immigration (Department of),Citoyenneté et de l'Immigration (Ministère de la),N,catalog,Y
31-1,31,0.9.1,projectDetailsBranch,4,none,0, Citizenship and Passport Programs  ,, Citizenship and Passport Programs  ,,Y,missing,Y
31-1,31,0.9.1,projectDetailsTitle,5,none,0,Passport Program Modernization Initiative ,,Passport Program Modernization Initiative ,,Y,missing,Y
31-1,31,0.9.1,projectDetailsID,49,none,0, 8022 ,, 8022 ,,Y,missing,Y
31-1,31,0.9.1,projectDetailsProgram,50,none,0, Passport Program ,, Passport Program ,,Y,missing,Y
31-1,31,0.9.1,projectDetailsPhase,51,none,0,item2,1,Implementation,Implémentation,N,catalog,Y
31-1,31,0.9.1,projectDetailsDescription,6,none,0,"In 2019, the Canadian Passport Order was amended to authorize the use of automated decision-making, enabling the Passport Program to begin automated processing through the Global Case Management System.  Automated decision-making is only used for routine, low risk cases resulting in positive decisions (e.g. adult passport renewals). Cases that are considered more complex, including all first-time applicants, child applications, and some other cases, will drop out for manual officer review and decision-making. All decisions to refuse, revoke, or cancel a passport will also continue to be made by an officer. 
•	First, the applicant’s identity is verified. 
•	Second, validation of the applicant’s eligibility to a passport is completed, e.g.  to ensure the applicant is a Canadian citizen. 
•	Third, confirmation of the applicant’s entitlement to a passport is completed, e.g.  whether there are any restrictions that could impact the applicant's right to a passport. 
Under the current process for passport renewals, passport officers run a series of manual checks on applications, based on the information that the applicant submits in their application and information available in the system to make a decision on issuance of the passport. The implementation of this automation aims to improve the efficiency of these checks through automated business rules that reflect the manual steps currently performed by a passport officer.

",,"In 2019, the Canadian Passport Order was amended to authorize the use of automated decision-making, enabling the Passport Program to begin automated processing through the Global Case Management System.  Automated decision-making is only used for routine, low risk cases resulting in positive decisions (e.g. adult passport renewals). Cases that are considered more complex, including all first-time applicants, child applications, and some other cases, will drop out for manual officer review and decision-making. All decisions to refuse, revoke, or cancel a passport will also continue to be made by an officer. 
•	First, the applicant’s identity is verified. 
•	Second, validation of the applicant’s eligibility to a passport is completed, e.g.  to ensure the applicant is a Canadian citizen. 
•	Third, confirmation of the applicant’s entitlement to a passport is completed, e.g.  whether there are any restrictions that could impact the applicant's right to a passport. 
Under the current process for passport renewals, passport officers run a series of manual checks on applications, based on the information that the applicant submits in their application and information available in the system to make a decision on issuance of the passport. The implementation of this automation aims to improve the efficiency of these checks through automated business rules that reflect the manual steps currently performed by a passport officer.

",,Y,missing,Y
31-1,31,0.9.1,businessDrivers1,7,none,0,"[""item3"", ""item5"", ""item6""]",2;4;5,Lower transaction costs of an existing program;Use innovative approaches;Other (please specify),Réduction des coûts de transaction d'un programme existant;Utilisation d'approches novatrices;Autre (veuillez préciser),N,catalog,Y
31-1,31,0.9.1,motivation-other,8,none,0,Scalability of production ,,Scalability of production ,,Y,missing,Y
31-1,31,0.9.1,riskProfile1,52,raw,0,item2-0,1,No,Non,N,catalog,Y
31-1,31,0.9.1,riskProfile2,53,raw,0,item2-0,1,No,Non,N,catalog,Y
31-1,31,0.9.1,riskProfile3,54,raw,0,item2-0,1,No,Non,N,catalog,Y
31-1,31,0.9.1,riskProfile4,55,raw,0,item2-0,1,No,Non,N,catalog,Y
31-1,31,0.9.1,projectAuthority1,56,raw,0,item2-0,1,No,Non,N,catalog,Y
31-1,31,0.9.1,aboutSystem1,9,none,0,"[""item4"", ""item5"", ""item1""]",3;4;0,"Content generation: Analyzing large data sets to categorize, process, triage, personalize, and serve specific content for specific contexts;Process optimization and workflow automation: Analyzing large data sets to identify and anomalies, cluster patterns, predict outcomes or ways to optimize; and automate specific workflows;Image and object recognition: Analyzing very large data sets to automate the recognition, classification, and context associated with an image or object.","Génération de contenu: Analyser de vastes jeux de données pour créer des catégories, traiter, trier, personnaliser et servir un contenu spécifique destiné à des contextes particuliers.;Optimisation des processus et automatisation des flux de travail: Analyser de vastes jeux de données pour déterminer et corriger les anomalies, les modèles de grappes, prévoir les résultats ou les façons d'optimiser; et d'automatiser des flux de travail spécifique.;Reconnaissance d'images et d'objets: Analyser de volumineux jeux de donnée pour automatiser la reconnaissance, la classification et le context associés à une image ou à un objet.",N,catalog,Y
31-1,31,0.9.1,aboutAlgorithm1,57,raw,0,item2-0,1,No,Non,N,catalog,Y
31-1,31,0.9.1,aboutAlgorithm2,58,raw,0,item2-0,1,No,Non,N,catalog,Y
31-1,31,0.9.1,decisionSector1,11,raw,1,"[""item4-1""]",3,"Access and mobility (security clearances, border crossings)","Accès et mobilité (habitations de sécurité, passages frontaliers)",N,catalog,Y
31-1,31,0.9.1,impact1,59,raw,0,item2-0,1,No,Non,N,catalog,Y
31-1,31,0.9.1,impact2,60,raw,3,item1-3,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,impact3,47,raw,0,item2-0,1,No,Non,N,catalog,Y
31-1,31,0.9.1,impact5,14,raw,0,item2-0,1,No,Non,N,catalog,Y
31-1,31,0.9.1,impact6,15,raw,1,item1-1,0,Reversible,Réversible,N,catalog,Y
31-1,31,0.9.1,impact7,16,raw,3,item3-3,2,Impacts can last years,Les incidences peuvent durer des années.,N,catalog,Y
31-1,31,0.9.1,impact8,17,raw,0,The automation will render only positive decisions that meet all requirements as defined by established business rules. Any decisions requiring judgement or discretion will drop out for manual processing. The issuance of a passport will result in impacts that last years (the validity of the passport can be up to 10 years) unless there is a reason for revocation or cancellation of the passport. ,,The automation will render only positive decisions that meet all requirements as defined by established business rules. Any decisions requiring judgement or discretion will drop out for manual processing. The issuance of a passport will result in impacts that last years (the validity of the passport can be up to 10 years) unless there is a reason for revocation or cancellation of the passport. ,,Y,missing,Y
31-1,31,0.9.1,impact9,18,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
31-1,31,0.9.1,impact10,17,raw,0,"The automation does not include refusals to issue a passport therefore the impacts of automation have little to no negative impact on the rights or freedoms of the individuals. Given automated positive decisions of low risk, low complexity renewal applications are likely to be made more quickly than the current process, automation is likely to result in a net positive impact on the rights and freedoms of individuals by facilitating their Section 6 Mobility Rights. ",,"The automation does not include refusals to issue a passport therefore the impacts of automation have little to no negative impact on the rights or freedoms of the individuals. Given automated positive decisions of low risk, low complexity renewal applications are likely to be made more quickly than the current process, automation is likely to result in a net positive impact on the rights and freedoms of individuals by facilitating their Section 6 Mobility Rights. ",,Y,missing,Y
31-1,31,0.9.1,impact11,69,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
31-1,31,0.9.1,impact12,17,raw,0,"The automation does not include refusals to issue a passport therefore the impacts of automation have ""little to no negative impact"" on heath and well-being. Given automated positive decisions of low risk, low complexity renewal applications are likely to be made more quickly than the current process, automation is likely to result in a net positive impact on individuals' health and well being. 
",,"The automation does not include refusals to issue a passport therefore the impacts of automation have ""little to no negative impact"" on heath and well-being. Given automated positive decisions of low risk, low complexity renewal applications are likely to be made more quickly than the current process, automation is likely to result in a net positive impact on individuals' health and well being. 
",,Y,missing,Y
31-1,31,0.9.1,impact13,69,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
31-1,31,0.9.1,impact14,17,raw,0,"The automation does not include refusals to issue a passport therefore the impacts of automation have ""little to no negative impact"" on the economic interests of individuals. Given automated positive decisions of low risk, low complexity renewal applications are likely to be made more quickly than the current process, automation is likely to result in a net positive impact on individuals' economic interests, especially those who rely on frequent business travel. ",,"The automation does not include refusals to issue a passport therefore the impacts of automation have ""little to no negative impact"" on the economic interests of individuals. Given automated positive decisions of low risk, low complexity renewal applications are likely to be made more quickly than the current process, automation is likely to result in a net positive impact on individuals' economic interests, especially those who rely on frequent business travel. ",,Y,missing,Y
31-1,31,0.9.1,impact15,19,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
31-1,31,0.9.1,impact16,17,raw,0," Passport decisions, either positive or negative, are unlikely to have impacts on environmental sustainability. ",," Passport decisions, either positive or negative, are unlikely to have impacts on environmental sustainability. ",,Y,missing,Y
31-1,31,0.9.1,aboutDataSource1,20,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,aboutDataSource9,73,raw,0,item1-0,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,aboutDataSource10,74,raw,2,item1-2,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,aboutDataSource11,75,raw,0,item1-0,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,aboutDataSource2,21,raw,3,item4-3,3,Protected B / Protected C,Protégé B/Protégé C,N,catalog,Y
31-1,31,0.9.1,aboutDataSource3,22,raw,1,item2-1,1,Federal government,Gouvernement fédéral,N,catalog,Y
31-1,31,0.9.1,aboutDataSource4,23,raw,0,item2-0,1,No,Non,N,catalog,Y
31-1,31,0.9.1,aboutDataSource5,24,raw,0,item2-0,1,No,Non,N,catalog,Y
31-1,31,0.9.1,aboutDataSource6,25,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,aboutDataSource7,26,raw,1,item1-1,0,Your institution,Votre institution,N,catalog,Y
31-1,31,0.9.1,aboutDataSource8,26,raw,1,item1-1,0,Your institution,Votre institution,N,catalog,Y
31-1,31,0.9.1,aboutDataType1,27,raw,0,item2,1,No,Non,N,catalog,Y
31-1,31,0.9.1,consultationImplementation1,61,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,consultationImplementation2,62,mitigation,0,"[""item2"", ""item3"", ""item4"", ""item5"", ""item6"", ""item7"", ""item8"", ""item9""]",0;1;2;3;4;5;6;7,Strategic Policy and Planning;Data Governance;Program Policy;Legal Services;Access to Information and Privacy Office;Communications;Client Experience / Client Relationship Management;Other (describe),Politique et planification stratégiques;Gouvernance des données;Politique du programme;Services légaux;Bureau de l'accès à l'information et de la protection des renseignements personnels;;Expérience client / Gestion de la relation client;Autre (décrire),N,catalog,Y
31-1,31,0.9.1,consultationImplementation2-other,76,mitigation,0,"Operations: CPPB (PPT directorates), CEB, CN, DN, IN, OPPB, IRMB, IPG, CMB. Policy: CDO, SPPB, Admissibility Branch, ESDC (service delivery partner) 
Enablers: EDW/IT-Ops, IT Security, Modernization Sector, ATIP/Privacy, COMMS, IRCC Legal Services Unit. ",,"Operations: CPPB (PPT directorates), CEB, CN, DN, IN, OPPB, IRMB, IPG, CMB. Policy: CDO, SPPB, Admissibility Branch, ESDC (service delivery partner) 
Enablers: EDW/IT-Ops, IT Security, Modernization Sector, ATIP/Privacy, COMMS, IRCC Legal Services Unit. ",,Y,missing,Y
31-1,31,0.9.1,consultationImplementation3,63,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,consultationImplementation4,64,mitigation,0,"[""item10""]",3,Office of the Privacy Commissioner,Commissariat à la protection de la vie privée,N,catalog,Y
31-1,31,0.9.1,dataQualityImplementation1,67,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,dataQualityImplementation2,66,mitigation,0,item2-0,1,No,Non,N,catalog,Y
31-1,31,0.9.1,dataQualityImplementation3,30,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,dataQualityImplementation4,66,mitigation,0,item2-0,1,No,Non,N,catalog,Y
31-1,31,0.9.1,dataQualityImplementation5,31,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,dataQualityImplementation6,66,mitigation,0,item2-0,1,No,Non,N,catalog,Y
31-1,31,0.9.1,dataQualityImplementation7,32,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,dataQualityImplementation8,33,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,dataQualityImplementation9,66,mitigation,0,item2-0,1,No,Non,N,catalog,Y
31-1,31,0.9.1,dataQualityImplementation10,34,mitigation,0,item2-0,1,No,Non,N,catalog,Y
31-1,31,0.9.1,fairnessImplementation1,68,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,fairnessImplementation2,36,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,fairnessImplementation3,37,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,fairnessImplementation4,38,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,fairnessImplementation5,39,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,fairnessImplementation6,40,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,fairnessImplementation7,41,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,fairnessImplementation8,42,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,fairnessImplementation9,43,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,fairnessImplementation10,44,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,fairnessImplementation11,45,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,fairnessImplementation12,46,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,fairnessImplementation13,42,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,fairnessImplementation14,43,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,fairnessImplementation15,44,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,fairnessImplementation16,45,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,fairnessImplementation17,46,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,privacyImplementation1,71,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,privacyImplementation2,72,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
31-1,31,0.9.1,privacyImplementation3,77,mitigation,0,item2-0,1,No,Non,N,catalog,Y
31-1,31,0.9.1,privacyImplementation4,78,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
32-1,32,0.10.0,projectDetailsDepartment-NS,3,none,0,050,38,Citizenship and Immigration (Department of),Citoyenneté et de l'Immigration (Ministère de la),N,catalog,Y
32-1,32,0.10.0,projectDetailsBranch,4,none,0,Diverses directions générales à IRCC ,,Diverses directions générales à IRCC ,Diverses directions générales à IRCC ,Y,submitted_translation,Y
32-1,32,0.10.0,projectDetailsRespondent,1,none,0,Divers intervenants à IRCC,,Divers intervenants à IRCC,Divers intervenants à IRCC,Y,submitted_translation,Y
32-1,32,0.10.0,projectDetailsID,49,none,0,S.O.,,S.O.,S.O.,Y,submitted_translation,Y
32-1,32,0.10.0,projectDetailsProgram,50,none,0,Regroupement familial,,Regroupement familial,Regroupement familial,Y,submitted_translation,Y
32-1,32,0.10.0,projectDetailsPhase,51,none,0,item2,1,Implementation,Mise en oeuvre,N,catalog,Y
32-1,32,0.10.0,businessDrivers1,7,raw,0,"[""item1"", ""item5"", ""item6""]",0;4;5,Existing backlog of work or cases;Use innovative approaches;Other (please specify),Arriéré de travail ou de cas existant;Utilisation d'approches novatrices;Autre (veuillez préciser),N,catalog,Y
32-1,32,0.10.0,motivation-other,8,raw,0,Faciliter l’optimisation du traitement des demandes afin d'assister IRCC à rencontrer ces cibles en matière de délais de traitement,,Faciliter l’optimisation du traitement des demandes afin d'assister IRCC à rencontrer ces cibles en matière de délais de traitement,Faciliter l’optimisation du traitement des demandes afin d'assister IRCC à rencontrer ces cibles en matière de délais de traitement,Y,submitted_translation,Y
32-1,32,0.10.0,businessDrivers6,82,raw,0,"Le regroupement familial demeure un objectif clé du Ministère et se reflète dans les cibles d’admission en application du Plan des niveaux d’immigration 2023-2025. La mise en œuvre des outils automatisés devrait améliorer le service à la clientèle en optimisant l’efficacité du traitement, ce qui pourrait entraîner des améliorations dans le délai de traitement actif pour les décisions en matière de la recevabilité; tout en gérant les risques pour l’intégrité du programme grâce à l’assurance de la qualité continue et à d’autres moyens. ",,"Le regroupement familial demeure un objectif clé du Ministère et se reflète dans les cibles d’admission en application du Plan des niveaux d’immigration 2023-2025. La mise en œuvre des outils automatisés devrait améliorer le service à la clientèle en optimisant l’efficacité du traitement, ce qui pourrait entraîner des améliorations dans le délai de traitement actif pour les décisions en matière de la recevabilité; tout en gérant les risques pour l’intégrité du programme grâce à l’assurance de la qualité continue et à d’autres moyens. ","Le regroupement familial demeure un objectif clé du Ministère et se reflète dans les cibles d’admission en application du Plan des niveaux d’immigration 2023-2025. La mise en œuvre des outils automatisés devrait améliorer le service à la clientèle en optimisant l’efficacité du traitement, ce qui pourrait entraîner des améliorations dans le délai de traitement actif pour les décisions en matière de la recevabilité; tout en gérant les risques pour l’intégrité du programme grâce à l’assurance de la qualité continue et à d’autres moyens.",Y,submitted_translation,Y
32-1,32,0.10.0,businessDrivers7,83,raw,0,Les outils seront limités par l’utilisation de règles sur la recevabilité et le triage prédéterminées et approuvées par des experts. Les outils ne feront pas d’évaluations ni de recommandations en dehors de ces paramètres. ,,Les outils seront limités par l’utilisation de règles sur la recevabilité et le triage prédéterminées et approuvées par des experts. Les outils ne feront pas d’évaluations ni de recommandations en dehors de ces paramètres. ,Les outils seront limités par l’utilisation de règles sur la recevabilité et le triage prédéterminées et approuvées par des experts. Les outils ne feront pas d’évaluations ni de recommandations en dehors de ces paramètres. ,Y,submitted_translation,Y
32-1,32,0.10.0,businessDrivers5,81,raw,1,item2-1,1,Moderately effective,Modérément efficace,N,catalog,Y
32-1,32,0.10.0,businessDrivers8,84,raw,0,"Les clients du Programme de regroupement familial d’IRCC cherchent souvent à obtenir des délais de traitement plus rapides. L’introduction d’outils automatisés pour les décisions en matière d’approbation de la recevabilité de certaines demandes nécessite la mise en place d’un solide plan d’assurance de la qualité, afin de s’assurer que tout risque pour l’intégrité du programme est atténué.     ",,"Les clients du Programme de regroupement familial d’IRCC cherchent souvent à obtenir des délais de traitement plus rapides. L’introduction d’outils automatisés pour les décisions en matière d’approbation de la recevabilité de certaines demandes nécessite la mise en place d’un solide plan d’assurance de la qualité, afin de s’assurer que tout risque pour l’intégrité du programme est atténué.     ","Les clients du Programme de regroupement familial d’IRCC cherchent souvent à obtenir des délais de traitement plus rapides. L’introduction d’outils automatisés pour les décisions en matière d’approbation de la recevabilité de certaines demandes nécessite la mise en place d’un solide plan d’assurance de la qualité, afin de s’assurer que tout risque pour l’intégrité du programme est atténué.",Y,submitted_translation,Y
32-1,32,0.10.0,businessDrivers9,85,raw,0,item1-0,0,Yes,Oui,N,catalog,Y
32-1,32,0.10.0,businessDrivers10,86,raw,0,L’automatisation permettra d’améliorer  davantage la vitesse de traitement et d’utiliser plus efficacement les ressources du Programme.,,L’automatisation permettra d’améliorer  davantage la vitesse de traitement et d’utiliser plus efficacement les ressources du Programme.,L’automatisation permettra d’améliorer  davantage la vitesse de traitement et d’utiliser plus efficacement les ressources du Programme.,Y,submitted_translation,Y
32-1,32,0.10.0,businessDrivers11,87,raw,2,"[""item2-2"", ""item5-0""]",1;4,Service cannot be delivered in a timely or efficient manner;Service delivery cannot achieve performance targets,La prestation du service ne peut pas être effectuée en temps voulu ou de manière efficace;La prestation du service ne parvient pas à atteindre les objectifs de rendement,N,catalog,Y
32-1,32,0.10.0,riskProfile1,52,raw,3,item1-3,0,Yes,Oui,N,catalog,Y
32-1,32,0.10.0,riskProfile2,53,raw,0,item2-0,1,No,Non,N,catalog,Y
32-1,32,0.10.0,riskProfile3,54,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
32-1,32,0.10.0,riskProfile4,55,raw,0,item2-0,1,No,Non,N,catalog,Y
32-1,32,0.10.0,riskProfile5,89,raw,0,item2-0,1,No,Non,N,catalog,Y
32-1,32,0.10.0,projectAuthority1,56,raw,0,item2-0,1,No,Non,N,catalog,Y
32-1,32,0.10.0,aboutSystem1,9,none,0,"[""item5"", ""item3""]",4;2,"Process optimization and workflow automation: Analyzing large data sets to identify and anomalies, cluster patterns, predict outcomes or ways to optimize; and automate specific workflows;Risk assessment: Analyzing very large data sets to identify patterns and recommend courses of action and in some cases trigger specific actions","Optimisation des processus et automatisation des flux de travail: Analyser de vastes jeux de données pour déterminer et corriger les anomalies, les modèles de grappes, prévoir les résultats ou les façons d'optimiser; et d'automatiser des flux de travail spécifique.;Évaluation des risques: Analyser de volumineux jeux de données pour déterminer les tendances et recommander des mesures et, dans certains cas, déclencher la prise de mesures précises.",N,catalog,Y
32-1,32,0.10.0,aboutAlgorithm1,57,raw,3,item1-3,0,Yes,Oui,N,catalog,Y
32-1,32,0.10.0,aboutAlgorithm2,58,raw,0,item2-0,1,No,Non,N,catalog,Y
32-1,32,0.10.0,decisionSector3,91,raw,0,"Les outils automatisent l’évaluation de la recevabilité du répondant et du demandeur principal pour certaines demandes, et trient toutes les demandes d'époux et de conjoints de la catégorie du regroupement familial à l’étranger.",,"Les outils automatisent l’évaluation de la recevabilité du répondant et du demandeur principal pour certaines demandes, et trient toutes les demandes d'époux et de conjoints de la catégorie du regroupement familial à l’étranger.","Les outils automatisent l’évaluation de la recevabilité du répondant et du demandeur principal pour certaines demandes, et trient toutes les demandes d'époux et de conjoints de la catégorie du regroupement familial à l’étranger.",Y,submitted_translation,Y
32-1,32,0.10.0,decisionSector1,11,raw,1,"[""item6-1""]",6,Other (please specify),Autre (veuillez préciser),N,catalog,Y
32-1,32,0.10.0,decisionSector2,8,raw,0,Services d’immigration,,Services d’immigration,Services d’immigration,Y,submitted_translation,Y
32-1,32,0.10.0,impact30,92,raw,2,item2-2,1,"Partial automation (the system will contribute to administrative decision-making by supporting an officer through assessments, recommendations, intermediate decisions, or other outputs)","Automatisation partielle (le système facilitera la prise de décisions administratives en appuyant un agent au moyen d’évaluations, de recommandations, de décisions provisoires ou d’autres résultats)",N,catalog,Y
